date,bucket_broad,bucket_granular,is_broad,rrg_type,RS_Ratio,RS_Momentum,Quadrant
2026-03-13,Small Cap_Services,Small Cap_Services_Education Services,False,daily_52,116.83120614595224,105.47116275397151,Leading
2026-03-13,Small Cap_Services,Small Cap_Services_Electronic Equipment & Instruments,False,daily_52,90.97257634003037,93.61154238562705,Lagging
2026-03-13,Small Cap_Services,Small Cap_Services_Food Retail,False,daily_52,108.45294376358704,101.04741695644547,Leading
2026-03-13,Small Cap_Services,Small Cap_Services_Health Care Services,False,daily_52,114.16980097349389,104.32578345836153,Leading
2026-03-13,Small Cap_Services,Small Cap_Services_Hotels Resorts & Cruise Lines,False,daily_52,82.28555946729405,82.8495706597365,Lagging
2026-03-13,Small Cap_Services,Small Cap_Services_Internet Services & Infrastructure,False,daily_52,110.99239094277299,96.57857096329383,Weakening
2026-03-13,Small Cap_Services,Small Cap_Services_Restaurants,False,daily_52,104.1445517557792,80.82893504787567,Weakening
2026-03-13,Small Cap_Services,Small Cap_Services_Specialized Consumer Services,False,daily_52,120.66281554830528,120.6412263770966,Leading
2026-03-13,Small Cap_Services,Small Cap_Services_Technology Distributors,False,daily_52,124.01533548223671,97.2245594946345,Weakening
2026-03-13,Small Cap_Services,Small Cap_Services_Trading Companies & Distributors,False,daily_52,106.42041267060485,104.04044448403988,Leading
2026-03-13,Large Cap_Financials,Large Cap_Financials_Asset Management & Custody Banks,False,weekly_10,95.34107789871106,109.63465675479169,Improving
2026-03-13,Large Cap_Financials,Large Cap_Financials_Diversified Banks,False,weekly_10,78.7773455964982,104.27952567112811,Improving
2026-03-13,Large Cap_Holding Firms,Large Cap_Holding Firms_Industrial Conglomerates,False,weekly_10,82.95323190709438,104.82498197840209,Improving
2026-03-13,Large Cap_Holding Firms,Large Cap_Holding Firms_Multi-Sector Holdings,False,weekly_10,79.28874217264561,87.94143203546747,Lagging
2026-03-13,Large Cap_Industrial,Large Cap_Industrial_Distillers & Vintners,False,weekly_10,101.0790335970352,106.82529454935766,Leading
2026-03-13,Large Cap_Industrial,Large Cap_Industrial_Electric Utilities,False,weekly_10,118.54048364544505,94.49550343113982,Weakening
2026-03-13,Large Cap_Industrial,Large Cap_Industrial_Independent Power Producers & Energy Traders,False,weekly_10,122.94154275895217,110.90818327488967,Leading
2026-03-13,Large Cap_Industrial,Large Cap_Industrial_Marine Transportation,False,weekly_10,114.04867343685422,91.1360017210683,Weakening
2026-03-13,Large Cap_Industrial,Large Cap_Industrial_Packaged Foods & Meats,False,weekly_10,85.09128938896123,107.74477409578954,Improving
2026-03-13,Large Cap_Mining & Oil,Large Cap_Mining & Oil_Coal & Consumable Fuels,False,weekly_10,101.90763038261778,106.20196282644952,Leading
2026-03-13,Large Cap_Mining & Oil,Large Cap_Mining & Oil_Independent Power Producers & Energy Traders,False,weekly_10,97.31908429356785,118.20239119658241,Improving
2026-03-13,Large Cap_Property,Large Cap_Property_Diversified REITs,False,weekly_10,90.08235421023232,97.7656205325395,Lagging
2026-03-13,Large Cap_Property,Large Cap_Property_Real Estate Development,False,weekly_10,100.09645926470559,113.80722753093438,Leading
